seller_id,month_index,revenue
05d2173d43ea568aa0540eba70d2ca76,16,1791.6100000000001
05d2173d43ea568aa0540eba70d2ca76,17,1866.28
05d2173d43ea568aa0540eba70d2ca76,18,128.55
05d2173d43ea568aa0540eba70d2ca76,19,338.59
05d2173d43ea568aa0540eba70d2ca76,20,411.14
05d2173d43ea568aa0540eba70d2ca76,21,576.23
05d2173d43ea568aa0540eba70d2ca76,22,561.83
05d2173d43ea568aa0540eba70d2ca76,23,445.26
05e107217c7266362fd44b75b2cd4cc4,21,40.76
05e107217c7266362fd44b75b2cd4cc4,23,234.63
05f51e13da97139648b8125c31e5f51b,10,1326.08
05f51e13da97139648b8125c31e5f51b,11,4995.8
05f51e13da97139648b8125c31e5f51b,12,3427.1299999999997
05f51e13da97139648b8125c31e5f51b,13,1045.18
05f51e13da97139648b8125c31e5f51b,14,3520.7
05f51e13da97139648b8125c31e5f51b,16,178.18
05f51e13da97139648b8125c31e5f51b,17,60.0
05f51e13da97139648b8125c31e5f51b,18,1235.2299999999998
05feb94f19d094d4b0f9281f0b1d4c99,11,1416.7
05feb94f19d094d4b0f9281f0b1d4c99,12,1730.04
05feb94f19d094d4b0f9281f0b1d4c99,13,1755.21
05feb94f19d094d4b0f9281f0b1d4c99,15,1476.8
05feb94f19d094d4b0f9281f0b1d4c99,16,1853.75
05feb94f19d094d4b0f9281f0b1d4c99,17,1817.54
05ff92fedb5be47920fea08e501238b9,1,121.00999999999999
05ff92fedb5be47920fea08e501238b9,4,1418.79
05ff92fedb5be47920fea08e501238b9,5,1506.71
05ff92fedb5be47920fea08e501238b9,6,3763.38
05ff92fedb5be47920fea08e501238b9,7,348.89
05ff92fedb5be47920fea08e501238b9,9,1891.5
05ff92fedb5be47920fea08e501238b9,10,1473.05
05ff92fedb5be47920fea08e501238b9,11,699.03
05ff92fedb5be47920fea08e501238b9,12,778.12
05ff92fedb5be47920fea08e501238b9,13,261.54
05ff92fedb5be47920fea08e501238b9,14,1939.52
05ff92fedb5be47920fea08e501238b9,15,878.79
05ff92fedb5be47920fea08e501238b9,16,1311.31
05ff92fedb5be47920fea08e501238b9,17,1320.57
